unit_id,quarter_hour_start_ts,kwh_consumed,energy_unit_rate,estimated_running_cost
LOC003-U01,2026-01-03T21:30:00+00:00,2.185,0.227,8.01
LOC003-U01,2026-01-03T21:45:00+00:00,2.192,0.341,11.41
LOC003-U01,2026-01-03T22:00:00+00:00,1.58,0.316,11.17
LOC003-U01,2026-01-03T22:15:00+00:00,2.488,0.243,10.35
LOC003-U01,2026-01-03T22:30:00+00:00,2.223,0.28,7.05
LOC003-U01,2026-01-03T22:45:00+00:00,2.367,0.237,7.07
LOC003-U01,2026-01-03T23:00:00+00:00,1.664,0.228,11.16
LOC003-U01,2026-01-03T23:15:00+00:00,1.856,0.238,7.81
LOC003-U01,2026-01-03T23:30:00+00:00,2.271,0.28,9.49
LOC003-U01,2026-01-03T23:45:00+00:00,1.106,0.344,7.87
LOC003-U01,2026-01-04T00:00:00+00:00,1.368,0.367,7.05
LOC003-U01,2026-01-04T00:15:00+00:00,2.006,0.311,7.25
LOC003-U01,2026-01-04T00:30:00+00:00,2.536,0.303,7.62
LOC003-U01,2026-01-04T00:45:00+00:00,2.38,0.259,9.26
LOC003-U01,2026-01-04T01:00:00+00:00,2.125,0.311,10.51
LOC003-U01,2026-01-04T01:15:00+00:00,1.392,0.312,9.79
LOC003-U01,2026-01-04T01:30:00+00:00,2.453,0.224,7.58
LOC003-U01,2026-01-04T01:45:00+00:00,3.034,0.233,9.92
LOC003-U01,2026-01-04T02:00:00+00:00,1.92,0.35,10.37
LOC003-U01,2026-01-04T02:15:00+00:00,2.105,0.34,7.2
LOC003-U01,2026-01-04T02:30:00+00:00,1.336,0.345,8.05
LOC003-U01,2026-01-04T02:45:00+00:00,2.169,0.362,11.16
LOC003-U01,2026-01-04T03:00:00+00:00,2.043,0.247,9.5
LOC003-U01,2026-01-04T03:15:00+00:00,2.06,0.338,7.31
LOC003-U01,2026-01-04T03:30:00+00:00,1.844,0.296,6.8
LOC003-U01,2026-01-04T03:45:00+00:00,1.537,0.261,7.94
LOC004-U02,2026-01-03T10:00:00+00:00,1.841,0.255,8.92
LOC004-U02,2026-01-03T10:15:00+00:00,2.002,0.257,9.82
LOC004-U02,2026-01-03T10:30:00+00:00,2.032,0.348,10.94
LOC004-U02,2026-01-03T10:45:00+00:00,2.244,0.334,10.39
LOC004-U02,2026-01-03T11:00:00+00:00,2.104,0.337,11.18
LOC004-U02,2026-01-03T11:15:00+00:00,2.527,0.372,11.2
LOC004-U02,2026-01-03T11:30:00+00:00,1.617,0.36,10.75
LOC004-U02,2026-01-03T11:45:00+00:00,1.813,0.285,10.2
LOC004-U02,2026-01-03T12:00:00+00:00,1.561,0.344,6.76
LOC004-U02,2026-01-03T12:15:00+00:00,1.402,0.38,7.91
LOC004-U02,2026-01-03T12:30:00+00:00,1.817,0.23,9.37
LOC004-U02,2026-01-03T12:45:00+00:00,1.78,0.256,6.81
LOC004-U02,2026-01-03T13:00:00+00:00,1.778,0.35,10.7
LOC004-U02,2026-01-03T13:15:00+00:00,0.987,0.251,8.27
LOC004-U02,2026-01-03T13:30:00+00:00,2.27,0.352,9.38
LOC004-U02,2026-01-03T13:45:00+00:00,2.367,0.231,9.06
LOC004-U02,2026-01-03T14:00:00+00:00,1.7,0.271,7.63
LOC004-U02,2026-01-03T14:15:00+00:00,1.552,0.335,10.41
LOC004-U02,2026-01-03T14:30:00+00:00,1.423,0.357,11.3
LOC004-U02,2026-01-03T14:45:00+00:00,2.207,0.254,6.86
LOC004-U02,2026-01-03T15:00:00+00:00,3.149,0.286,10.2
LOC004-U02,2026-01-03T15:15:00+00:00,1.862,0.377,9.06
LOC004-U02,2026-01-03T15:30:00+00:00,2.547,0.304,9.47
LOC004-U02,2026-01-03T15:45:00+00:00,1.913,0.292,9.28
LOC004-U02,2026-01-03T16:00:00+00:00,3.396,0.27,7.29
LOC004-U02,2026-01-03T16:15:00+00:00,2.425,0.354,10.82
LOC004-U02,2026-01-03T16:30:00+00:00,1.636,0.317,7.41
LOC004-U02,2026-01-03T16:45:00+00:00,3.117,0.369,9.51
LOC004-U02,2026-01-03T17:00:00+00:00,2.415,0.344,7.2
LOC004-U02,2026-01-03T17:15:00+00:00,3.182,0.373,7.8
LOC004-U02,2026-01-03T17:30:00+00:00,1.939,0.358,7.16
LOC004-U02,2026-01-03T17:45:00+00:00,1.806,0.363,7.85
LOC004-U02,2026-01-03T18:00:00+00:00,1.953,0.317,7.44
LOC004-U02,2026-01-03T18:15:00+00:00,2.486,0.24,10.8
LOC004-U02,2026-01-03T18:30:00+00:00,1.988,0.353,10.42
LOC004-U02,2026-01-03T18:45:00+00:00,2.415,0.332,11.64
LOC004-U02,2026-01-03T19:00:00+00:00,2.204,0.243,8.74
LOC004-U02,2026-01-03T19:15:00+00:00,2.198,0.324,10.13
LOC004-U02,2026-01-03T19:30:00+00:00,1.411,0.277,10.28
LOC004-U02,2026-01-03T19:45:00+00:00,1.565,0.221,10.63
LOC004-U02,2026-01-03T20:00:00+00:00,2.428,0.343,8.78
LOC004-U02,2026-01-03T20:15:00+00:00,2.559,0.376,7.11
LOC004-U02,2026-01-03T20:30:00+00:00,3.041,0.265,9.32
LOC004-U02,2026-01-03T20:45:00+00:00,2.575,0.246,6.8
LOC004-U02,2026-01-03T21:00:00+00:00,2.1,0.361,9.97
LOC004-U02,2026-01-03T21:15:00+00:00,1.907,0.329,7.98
LOC004-U02,2026-01-03T21:30:00+00:00,1.743,0.226,11.05
LOC004-U02,2026-01-03T21:45:00+00:00,2.693,0.28,10.13
LOC004-U02,2026-01-03T22:00:00+00:00,2.038,0.361,11.16
LOC004-U02,2026-01-03T22:15:00+00:00,1.837,0.286,8.61
LOC004-U02,2026-01-03T22:30:00+00:00,1.436,0.327,8.79
LOC004-U02,2026-01-03T22:45:00+00:00,1.903,0.377,8.21
LOC004-U02,2026-01-03T23:00:00+00:00,3.078,0.256,7.42
LOC004-U02,2026-01-03T23:15:00+00:00,1.913,0.308,10.57
LOC004-U02,2026-01-03T23:30:00+00:00,1.761,0.259,9.65
LOC004-U02,2026-01-03T23:45:00+00:00,2.617,0.328,6.99
LOC004-U02,2026-01-04T00:00:00+00:00,1.959,0.312,8.15
LOC004-U02,2026-01-04T00:15:00+00:00,2.734,0.379,10.11
LOC004-U02,2026-01-04T00:30:00+00:00,2.428,0.317,8.39
LOC004-U02,2026-01-04T00:45:00+00:00,1.84,0.339,10.2
LOC004-U02,2026-01-04T01:00:00+00:00,1.927,0.32,10.02
LOC004-U02,2026-01-04T01:15:00+00:00,2.661,0.258,7.51
LOC004-U02,2026-01-04T01:30:00+00:00,1.978,0.31,6.68
LOC004-U02,2026-01-04T01:45:00+00:00,2.087,0.304,9.37
LOC004-U02,2026-01-04T02:00:00+00:00,1.854,0.368,11.22
LOC004-U02,2026-01-04T02:15:00+00:00,1.561,0.363,9.35
LOC004-U02,2026-01-04T02:30:00+00:00,2.221,0.36,7.88
LOC004-U02,2026-01-04T02:45:00+00:00,1.829,0.311,7.17
LOC004-U02,2026-01-04T03:00:00+00:00,2.429,0.338,10.77
LOC004-U02,2026-01-04T03:15:00+00:00,1.554,0.287,9.56
LOC004-U02,2026-01-04T03:30:00+00:00,1.921,0.333,8.88
LOC004-U02,2026-01-04T03:45:00+00:00,1.817,0.358,11.15
LOC019-U02,2026-01-03T10:00:00+00:00,2.808,0.328,7.0
LOC019-U02,2026-01-03T10:15:00+00:00,1.909,0.261,7.02
LOC019-U02,2026-01-03T10:30:00+00:00,2.526,0.271,9.81
LOC019-U02,2026-01-03T10:45:00+00:00,2.47,0.314,7.33
LOC019-U02,2026-01-03T11:00:00+00:00,2.322,0.287,9.97
LOC019-U02,2026-01-03T11:15:00+00:00,1.761,0.371,11.62
LOC019-U02,2026-01-03T11:30:00+00:00,1.824,0.353,10.54
LOC019-U02,2026-01-03T11:45:00+00:00,2.352,0.346,10.54
LOC019-U02,2026-01-03T12:00:00+00:00,2.123,0.295,10.05
LOC019-U02,2026-01-03T12:15:00+00:00,1.835,0.235,11.32
LOC019-U02,2026-01-03T12:30:00+00:00,2.142,0.32,10.85
LOC019-U02,2026-01-03T12:45:00+00:00,2.117,0.38,11.2
LOC019-U02,2026-01-03T13:00:00+00:00,2.276,0.281,8.27
LOC019-U02,2026-01-03T13:15:00+00:00,1.92,0.329,7.09
LOC019-U02,2026-01-03T13:30:00+00:00,1.585,0.368,7.23
LOC019-U02,2026-01-03T13:45:00+00:00,1.176,0.357,9.54
LOC019-U02,2026-01-03T14:00:00+00:00,0.835,0.296,6.28
LOC019-U02,2026-01-03T14:15:00+00:00,1.82,0.301,9.91
LOC019-U02,2026-01-03T14:30:00+00:00,1.331,0.225,8.83
LOC019-U02,2026-01-03T14:45:00+00:00,1.205,0.263,6.38
LOC019-U02,2026-01-03T15:00:00+00:00,2.109,0.348,10.3
LOC019-U02,2026-01-03T15:15:00+00:00,2.441,0.309,8.48
LOC019-U02,2026-01-03T15:30:00+00:00,1.985,0.225,7.53
LOC019-U02,2026-01-03T15:45:00+00:00,2.52,0.245,9.01
LOC019-U02,2026-01-03T16:00:00+00:00,2.014,0.237,8.12
LOC019-U02,2026-01-03T16:15:00+00:00,2.374,0.238,7.65
LOC019-U02,2026-01-03T16:30:00+00:00,3.004,0.335,10.22
LOC019-U02,2026-01-03T16:45:00+00:00,2.21,0.369,9.76
LOC019-U02,2026-01-03T17:00:00+00:00,2.173,0.349,11.65
LOC019-U02,2026-01-03T17:15:00+00:00,2.716,0.342,9.16
LOC019-U02,2026-01-03T17:30:00+00:00,1.698,0.373,11.44
LOC019-U02,2026-01-03T17:45:00+00:00,1.654,0.289,10.98
LOC019-U02,2026-01-03T18:00:00+00:00,1.754,0.268,7.4
LOC019-U02,2026-01-03T18:15:00+00:00,2.673,0.338,8.96
LOC019-U02,2026-01-03T18:30:00+00:00,1.905,0.349,10.9
LOC019-U02,2026-01-03T18:45:00+00:00,1.828,0.255,7.0
LOC019-U02,2026-01-03T19:00:00+00:00,1.735,0.302,7.27
LOC019-U02,2026-01-03T19:15:00+00:00,2.326,0.363,7.28
LOC019-U02,2026-01-03T19:30:00+00:00,2.645,0.285,8.05
LOC019-U02,2026-01-03T19:45:00+00:00,2.659,0.302,8.46
LOC019-U02,2026-01-03T20:00:00+00:00,1.331,0.269,7.45
LOC019-U02,2026-01-03T20:15:00+00:00,2.849,0.259,7.38
LOC019-U02,2026-01-03T20:30:00+00:00,2.071,0.303,6.73
LOC019-U02,2026-01-03T20:45:00+00:00,1.924,0.288,7.64
LOC019-U02,2026-01-03T21:00:00+00:00,1.878,0.255,9.49
LOC019-U02,2026-01-03T21:15:00+00:00,1.368,0.314,9.17
LOC019-U02,2026-01-03T21:30:00+00:00,2.376,0.365,11.02
LOC019-U02,2026-01-03T21:45:00+00:00,2.618,0.362,7.09
LOC019-U02,2026-01-03T22:00:00+00:00,1.704,0.226,10.75
LOC019-U02,2026-01-03T22:15:00+00:00,2.347,0.276,11.54
LOC019-U02,2026-01-03T22:30:00+00:00,1.831,0.337,7.64
LOC019-U02,2026-01-03T22:45:00+00:00,2.371,0.353,9.86
LOC019-U02,2026-01-03T23:00:00+00:00,1.778,0.341,10.99
LOC019-U02,2026-01-03T23:15:00+00:00,1.986,0.231,11.1
LOC019-U02,2026-01-03T23:30:00+00:00,2.038,0.232,6.66
LOC019-U02,2026-01-03T23:45:00+00:00,1.72,0.274,10.9
LOC019-U02,2026-01-04T00:00:00+00:00,2.461,0.345,9.27
LOC019-U02,2026-01-04T00:15:00+00:00,2.42,0.329,9.17
LOC019-U02,2026-01-04T00:30:00+00:00,1.744,0.361,11.29
LOC019-U02,2026-01-04T00:45:00+00:00,2.717,0.291,9.34
LOC019-U02,2026-01-04T01:00:00+00:00,1.939,0.25,6.54
LOC019-U02,2026-01-04T01:15:00+00:00,2.979,0.365,11.32
LOC019-U02,2026-01-04T01:30:00+00:00,1.949,0.259,8.53
LOC019-U02,2026-01-04T01:45:00+00:00,1.751,0.22,9.94
LOC019-U02,2026-01-04T02:00:00+00:00,1.613,0.306,7.75
LOC019-U02,2026-01-04T02:15:00+00:00,1.9,0.282,7.31
LOC019-U02,2026-01-04T02:30:00+00:00,2.208,0.324,10.78
LOC019-U02,2026-01-04T02:45:00+00:00,1.337,0.271,9.07
LOC019-U02,2026-01-04T03:00:00+00:00,2.372,0.251,11.39
LOC019-U02,2026-01-04T03:15:00+00:00,2.261,0.284,7.36
LOC019-U02,2026-01-04T03:30:00+00:00,1.783,0.288,6.55
LOC019-U02,2026-01-04T03:45:00+00:00,2.033,0.364,10.48
LOC024-U01,2026-01-03T10:00:00+00:00,2.019,0.306,10.02
LOC024-U01,2026-01-03T10:15:00+00:00,1.429,0.377,6.55
LOC024-U01,2026-01-03T10:30:00+00:00,1.774,0.268,10.61
LOC024-U01,2026-01-03T10:45:00+00:00,1.744,0.26,8.15
LOC024-U01,2026-01-03T11:00:00+00:00,2.514,0.227,9.55
LOC024-U01,2026-01-03T11:15:00+00:00,1.897,0.291,7.94
LOC024-U01,2026-01-03T11:30:00+00:00,1.997,0.335,10.22
LOC024-U01,2026-01-03T11:45:00+00:00,2.473,0.233,9.03
LOC024-U01,2026-01-03T12:00:00+00:00,1.058,0.252,6.71
LOC024-U01,2026-01-03T12:15:00+00:00,1.696,0.228,6.89
LOC024-U01,2026-01-03T12:30:00+00:00,1.724,0.356,9.57
LOC024-U01,2026-01-03T12:45:00+00:00,1.585,0.265,9.99
LOC024-U01,2026-01-03T13:00:00+00:00,2.436,0.266,8.6
LOC024-U01,2026-01-03T13:15:00+00:00,1.753,0.308,9.0
LOC024-U01,2026-01-03T13:30:00+00:00,2.0,0.334,10.76
LOC024-U01,2026-01-03T13:45:00+00:00,2.207,0.342,9.31
LOC024-U01,2026-01-03T14:00:00+00:00,2.356,0.221,8.97
LOC024-U01,2026-01-03T14:15:00+00:00,1.551,0.362,7.76
LOC024-U01,2026-01-03T14:30:00+00:00,1.772,0.35,6.73
LOC024-U01,2026-01-03T14:45:00+00:00,1.426,0.31,7.68
LOC024-U01,2026-01-03T15:00:00+00:00,2.122,0.231,6.83
LOC024-U01,2026-01-03T15:15:00+00:00,1.796,0.271,10.83
LOC024-U01,2026-01-03T15:30:00+00:00,2.632,0.306,8.33
LOC024-U01,2026-01-03T15:45:00+00:00,2.553,0.323,10.13
LOC024-U01,2026-01-03T16:00:00+00:00,2.093,0.276,9.28
LOC024-U01,2026-01-03T16:15:00+00:00,1.745,0.264,10.28
LOC024-U01,2026-01-03T16:30:00+00:00,2.283,0.305,11.64
LOC024-U01,2026-01-03T16:45:00+00:00,2.091,0.266,9.6
LOC024-U01,2026-01-03T17:00:00+00:00,2.067,0.349,7.63
LOC024-U01,2026-01-03T17:15:00+00:00,2.009,0.316,7.0
LOC024-U01,2026-01-03T17:30:00+00:00,2.446,0.257,7.66
LOC024-U01,2026-01-03T17:45:00+00:00,2.551,0.335,7.2
LOC024-U01,2026-01-03T18:00:00+00:00,1.669,0.283,6.58
LOC024-U01,2026-01-03T18:15:00+00:00,2.673,0.353,8.1
LOC024-U01,2026-01-03T18:30:00+00:00,2.335,0.34,7.12
LOC024-U01,2026-01-03T18:45:00+00:00,2.157,0.326,7.75
LOC024-U01,2026-01-03T19:00:00+00:00,0.896,0.341,10.36
LOC024-U01,2026-01-03T19:15:00+00:00,3.149,0.259,7.93
LOC024-U01,2026-01-03T19:30:00+00:00,2.187,0.304,10.51
LOC024-U01,2026-01-03T19:45:00+00:00,1.709,0.274,11.21
LOC024-U01,2026-01-03T20:00:00+00:00,2.292,0.331,10.42
LOC024-U01,2026-01-03T20:15:00+00:00,3.152,0.318,9.81
LOC024-U01,2026-01-03T20:30:00+00:00,2.373,0.301,6.94
LOC024-U01,2026-01-03T20:45:00+00:00,2.11,0.271,6.99
LOC024-U01,2026-01-03T21:00:00+00:00,2.981,0.327,8.61
LOC024-U01,2026-01-03T21:15:00+00:00,1.588,0.306,7.49
LOC024-U01,2026-01-03T21:30:00+00:00,2.269,0.249,9.19
LOC024-U01,2026-01-03T21:45:00+00:00,2.027,0.36,8.22
LOC024-U01,2026-01-03T22:00:00+00:00,1.945,0.254,7.43
LOC024-U01,2026-01-03T22:15:00+00:00,1.703,0.283,10.82
LOC024-U01,2026-01-03T22:30:00+00:00,2.544,0.276,10.92
LOC024-U01,2026-01-03T22:45:00+00:00,2.46,0.366,9.41
LOC024-U01,2026-01-03T23:00:00+00:00,0.939,0.27,10.34
LOC024-U01,2026-01-03T23:15:00+00:00,2.361,0.295,10.26
LOC024-U01,2026-01-03T23:30:00+00:00,1.402,0.247,10.32
LOC024-U01,2026-01-03T23:45:00+00:00,2.308,0.231,10.31
LOC024-U01,2026-01-04T00:00:00+00:00,1.523,0.305,6.53
LOC024-U01,2026-01-04T00:15:00+00:00,1.613,0.241,10.52
LOC024-U01,2026-01-04T00:30:00+00:00,2.247,0.323,8.06
LOC024-U01,2026-01-04T00:45:00+00:00,2.346,0.276,6.78
LOC024-U01,2026-01-04T01:00:00+00:00,2.433,0.327,10.8
LOC024-U01,2026-01-04T01:15:00+00:00,1.325,0.224,9.14
LOC024-U01,2026-01-04T01:30:00+00:00,1.455,0.259,7.7
LOC024-U01,2026-01-04T01:45:00+00:00,2.969,0.227,9.42
LOC024-U01,2026-01-04T02:00:00+00:00,1.314,0.242,7.85
LOC024-U01,2026-01-04T02:15:00+00:00,1.963,0.238,9.12
LOC024-U01,2026-01-04T02:30:00+00:00,1.972,0.349,10.06
LOC024-U01,2026-01-04T02:45:00+00:00,1.671,0.339,9.74
LOC024-U01,2026-01-04T03:00:00+00:00,1.909,0.288,9.91
LOC024-U01,2026-01-04T03:15:00+00:00,2.483,0.255,10.08
LOC024-U01,2026-01-04T03:30:00+00:00,1.835,0.379,8.65
LOC024-U01,2026-01-04T03:45:00+00:00,1.451,0.373,8.28
LOC033-U01,2026-01-03T10:00:00+00:00,1.771,0.235,9.14
LOC033-U01,2026-01-03T10:15:00+00:00,1.835,0.27,10.19
LOC033-U01,2026-01-03T10:30:00+00:00,1.725,0.36,7.43
LOC033-U01,2026-01-03T10:45:00+00:00,2.571,0.317,11.13
LOC033-U01,2026-01-03T11:00:00+00:00,1.772,0.262,8.7
LOC033-U01,2026-01-03T11:15:00+00:00,1.985,0.233,9.11
LOC033-U01,2026-01-03T11:30:00+00:00,0.619,0.282,8.18
LOC033-U01,2026-01-03T11:45:00+00:00,2.65,0.368,11.8
LOC033-U01,2026-01-03T12:00:00+00:00,2.692,0.292,7.34
LOC033-U01,2026-01-03T12:15:00+00:00,0.838,0.366,9.73
LOC033-U01,2026-01-03T12:30:00+00:00,2.135,0.253,9.44
LOC033-U01,2026-01-03T12:45:00+00:00,2.496,0.288,7.7
LOC033-U01,2026-01-03T13:00:00+00:00,1.866,0.253,8.27
LOC033-U01,2026-01-03T13:15:00+00:00,2.213,0.35,8.37
LOC033-U01,2026-01-03T13:30:00+00:00,2.588,0.23,10.05
LOC033-U01,2026-01-03T13:45:00+00:00,2.541,0.313,10.33
LOC033-U01,2026-01-03T14:00:00+00:00,2.763,0.269,9.32
LOC033-U01,2026-01-03T14:15:00+00:00,2.365,0.302,10.98
LOC033-U01,2026-01-03T14:30:00+00:00,1.784,0.379,9.78
LOC033-U01,2026-01-03T14:45:00+00:00,3.048,0.223,6.75
LOC033-U01,2026-01-03T15:00:00+00:00,2.264,0.252,6.86
LOC033-U01,2026-01-03T15:15:00+00:00,2.718,0.328,8.05
LOC033-U01,2026-01-03T15:30:00+00:00,1.305,0.338,10.9
LOC033-U01,2026-01-03T15:45:00+00:00,2.428,0.241,6.95
LOC033-U01,2026-01-03T16:00:00+00:00,2.384,0.302,9.09
LOC033-U01,2026-01-03T16:15:00+00:00,2.311,0.348,9.52
LOC033-U01,2026-01-03T16:30:00+00:00,2.267,0.245,8.88
LOC033-U01,2026-01-03T16:45:00+00:00,1.396,0.271,10.81
LOC033-U01,2026-01-03T17:00:00+00:00,2.135,0.346,7.37
LOC033-U01,2026-01-03T17:15:00+00:00,2.729,0.241,8.06
LOC033-U01,2026-01-03T17:30:00+00:00,2.073,0.293,7.45
LOC033-U01,2026-01-03T17:45:00+00:00,1.779,0.375,8.96
LOC033-U01,2026-01-03T18:00:00+00:00,1.537,0.375,7.47
LOC033-U01,2026-01-03T18:15:00+00:00,2.197,0.261,9.78
LOC033-U01,2026-01-03T18:30:00+00:00,1.574,0.264,7.45
LOC033-U01,2026-01-03T18:45:00+00:00,1.957,0.343,11.57
LOC033-U01,2026-01-03T19:00:00+00:00,2.765,0.282,11.7
LOC033-U01,2026-01-03T19:15:00+00:00,2.258,0.372,9.57
LOC033-U01,2026-01-03T19:30:00+00:00,2.306,0.234,10.44
LOC033-U01,2026-01-03T19:45:00+00:00,2.123,0.336,10.84
LOC033-U01,2026-01-03T20:00:00+00:00,3.13,0.33,11.07
LOC033-U01,2026-01-03T20:15:00+00:00,2.536,0.339,8.59
LOC033-U01,2026-01-03T20:30:00+00:00,2.971,0.246,10.15
LOC033-U01,2026-01-03T20:45:00+00:00,2.182,0.243,9.62
LOC033-U01,2026-01-03T21:00:00+00:00,1.922,0.335,7.62
LOC033-U01,2026-01-03T21:15:00+00:00,2.36,0.238,11.22
LOC033-U01,2026-01-03T21:30:00+00:00,1.961,0.358,8.77
LOC033-U01,2026-01-03T21:45:00+00:00,2.585,0.237,6.76
LOC033-U01,2026-01-03T22:00:00+00:00,1.729,0.374,9.45
LOC033-U01,2026-01-03T22:15:00+00:00,2.578,0.31,7.1
LOC033-U01,2026-01-03T22:30:00+00:00,1.905,0.283,7.49
LOC033-U01,2026-01-03T22:45:00+00:00,2.026,0.278,9.27
LOC033-U01,2026-01-03T23:00:00+00:00,2.377,0.35,6.95
LOC033-U01,2026-01-03T23:15:00+00:00,1.497,0.305,6.9
LOC033-U01,2026-01-03T23:30:00+00:00,2.06,0.227,9.58
LOC033-U01,2026-01-03T23:45:00+00:00,1.738,0.357,7.66
LOC033-U01,2026-01-04T00:00:00+00:00,2.445,0.261,9.95
LOC033-U01,2026-01-04T00:15:00+00:00,1.736,0.241,7.38
LOC033-U01,2026-01-04T00:30:00+00:00,2.542,0.34,7.78
LOC033-U01,2026-01-04T00:45:00+00:00,2.324,0.353,10.21
LOC033-U01,2026-01-04T01:00:00+00:00,2.367,0.355,10.29
LOC033-U01,2026-01-04T01:15:00+00:00,2.184,0.236,7.98
LOC033-U01,2026-01-04T01:30:00+00:00,2.134,0.351,10.13
LOC033-U01,2026-01-04T01:45:00+00:00,2.279,0.337,7.41
LOC033-U01,2026-01-04T02:00:00+00:00,1.653,0.377,7.88
LOC033-U01,2026-01-04T02:15:00+00:00,2.231,0.327,8.44
LOC033-U01,2026-01-04T02:30:00+00:00,1.221,0.353,9.89
LOC033-U01,2026-01-04T02:45:00+00:00,3.36,0.255,8.56
LOC033-U01,2026-01-04T03:00:00+00:00,1.855,0.377,8.92
LOC033-U01,2026-01-04T03:15:00+00:00,1.319,0.301,7.04
LOC033-U01,2026-01-04T03:30:00+00:00,2.301,0.344,8.72
LOC033-U01,2026-01-04T03:45:00+00:00,1.964,0.26,8.7
LOC038-U02,2026-01-03T10:00:00+00:00,1.912,0.343,6.78
LOC038-U02,2026-01-03T10:15:00+00:00,1.779,0.359,7.02
LOC038-U02,2026-01-03T10:30:00+00:00,1.907,0.234,10.16
LOC038-U02,2026-01-03T10:45:00+00:00,2.328,0.334,11.07
LOC038-U02,2026-01-03T11:00:00+00:00,2.639,0.257,11.65
LOC038-U02,2026-01-03T11:15:00+00:00,1.474,0.304,7.7
LOC038-U02,2026-01-03T11:30:00+00:00,1.624,0.221,7.08
LOC038-U02,2026-01-03T11:45:00+00:00,2.308,0.269,9.18
LOC038-U02,2026-01-03T12:00:00+00:00,2.369,0.363,7.25
LOC038-U02,2026-01-03T12:15:00+00:00,1.883,0.334,9.96
LOC038-U02,2026-01-03T12:30:00+00:00,3.201,0.369,8.3
LOC038-U02,2026-01-03T12:45:00+00:00,2.496,0.341,9.98
LOC038-U02,2026-01-03T13:00:00+00:00,1.063,0.341,6.83
LOC038-U02,2026-01-03T13:15:00+00:00,2.682,0.335,9.16
LOC038-U02,2026-01-03T13:30:00+00:00,2.002,0.261,9.73
LOC038-U02,2026-01-03T13:45:00+00:00,2.138,0.247,7.41
LOC038-U02,2026-01-03T14:00:00+00:00,2.353,0.345,10.76
LOC038-U02,2026-01-03T14:15:00+00:00,2.088,0.259,6.78
LOC038-U02,2026-01-03T14:30:00+00:00,2.324,0.242,7.35
LOC038-U02,2026-01-03T14:45:00+00:00,2.266,0.366,6.87
LOC038-U02,2026-01-03T15:00:00+00:00,1.807,0.259,8.42
LOC038-U02,2026-01-03T15:15:00+00:00,2.199,0.335,6.81
LOC038-U02,2026-01-03T15:30:00+00:00,2.354,0.245,10.04
LOC038-U02,2026-01-03T15:45:00+00:00,2.202,0.371,11.42
LOC038-U02,2026-01-03T16:00:00+00:00,2.359,0.295,7.49
LOC038-U02,2026-01-03T16:15:00+00:00,2.687,0.24,10.39
LOC038-U02,2026-01-03T16:30:00+00:00,2.798,0.31,11.18
LOC038-U02,2026-01-03T16:45:00+00:00,1.768,0.282,7.46
LOC038-U02,2026-01-03T17:00:00+00:00,2.118,0.313,10.5
LOC038-U02,2026-01-03T17:15:00+00:00,2.829,0.257,8.59
LOC038-U02,2026-01-03T17:30:00+00:00,1.672,0.291,10.2
LOC038-U02,2026-01-03T17:45:00+00:00,2.922,0.352,9.55
LOC038-U02,2026-01-03T18:00:00+00:00,1.917,0.25,10.27
LOC038-U02,2026-01-03T18:15:00+00:00,1.103,0.25,10.02
LOC038-U02,2026-01-03T18:30:00+00:00,2.343,0.253,9.52
LOC038-U02,2026-01-03T18:45:00+00:00,1.698,0.316,7.95
LOC038-U02,2026-01-03T19:00:00+00:00,1.266,0.229,8.65
LOC038-U02,2026-01-03T19:15:00+00:00,2.718,0.265,8.39
LOC038-U02,2026-01-03T19:30:00+00:00,1.679,0.361,8.05
LOC038-U02,2026-01-03T19:45:00+00:00,2.232,0.336,9.41
LOC038-U02,2026-01-03T20:00:00+00:00,1.86,0.264,10.86
LOC038-U02,2026-01-03T20:15:00+00:00,2.346,0.341,8.95
LOC038-U02,2026-01-03T20:30:00+00:00,1.446,0.361,8.65
LOC038-U02,2026-01-03T20:45:00+00:00,1.848,0.325,9.69
LOC038-U02,2026-01-03T21:00:00+00:00,2.277,0.377,10.62
LOC038-U02,2026-01-03T21:15:00+00:00,1.774,0.351,8.55
LOC038-U02,2026-01-03T21:30:00+00:00,1.909,0.328,7.91
LOC038-U02,2026-01-03T21:45:00+00:00,2.9,0.255,9.9
LOC038-U02,2026-01-03T22:00:00+00:00,2.355,0.251,11.01
LOC038-U02,2026-01-03T22:15:00+00:00,2.499,0.375,11.91
LOC038-U02,2026-01-03T22:30:00+00:00,1.787,0.377,8.86
LOC038-U02,2026-01-03T22:45:00+00:00,2.185,0.366,7.92
LOC038-U02,2026-01-03T23:00:00+00:00,1.813,0.34,8.24
LOC038-U02,2026-01-03T23:15:00+00:00,2.13,0.3,10.3
LOC038-U02,2026-01-03T23:30:00+00:00,1.979,0.258,7.09
LOC038-U02,2026-01-03T23:45:00+00:00,0.854,0.349,8.43
LOC038-U02,2026-01-04T00:00:00+00:00,2.491,0.246,8.33
LOC038-U02,2026-01-04T00:15:00+00:00,1.535,0.304,9.4
LOC038-U02,2026-01-04T00:30:00+00:00,1.326,0.352,9.81
LOC038-U02,2026-01-04T00:45:00+00:00,2.756,0.292,10.11
LOC038-U02,2026-01-04T01:00:00+00:00,2.038,0.293,9.21
LOC038-U02,2026-01-04T01:15:00+00:00,1.987,0.241,10.02
LOC038-U02,2026-01-04T01:30:00+00:00,2.574,0.254,10.2
