snapshot_date,country_code,location_id,unit_id,product_id,on_hand_quantity,reserved_quantity,waste_quantity
2026-01-06,SG,LOC026,LOC026-U01,P005,106,0,7
2026-01-06,SG,LOC026,LOC026-U01,P007,43,11,4
2026-01-06,SG,LOC026,LOC026-U01,P002,22,9,7
2026-01-06,TR,LOC021,LOC021-U02,P004,82,11,5
2026-01-06,TR,LOC021,LOC021-U02,P005,51,9,3
2026-01-06,TR,LOC021,LOC021-U02,P007,145,12,4
2026-01-06,TR,LOC021,LOC021-U02,P002,90,18,5
2026-01-06,MY,LOC027,LOC027-U02,P004,196,19,2
2026-01-06,MY,LOC027,LOC027-U02,P005,14,9,4
2026-01-06,MY,LOC027,LOC027-U02,P007,44,5,5
2026-01-06,MY,LOC027,LOC027-U02,P002,45,11,2
2026-01-06,AT,LOC009,LOC009-U02,P004,167,9,6
2026-01-06,AT,LOC009,LOC009-U02,P005,158,17,4
2026-01-06,AT,LOC009,LOC009-U02,P007,138,4,6
2026-01-06,AT,LOC009,LOC009-U02,P002,103,0,7
2026-01-06,KR,LOC038,LOC038-U02,P004,139,6,3
2026-01-06,KR,LOC038,LOC038-U02,P005,76,4,0
2026-01-06,KR,LOC038,LOC038-U02,P007,47,12,0
2026-01-06,KR,LOC038,LOC038-U02,P002,71,10,2
2026-01-06,ZA,LOC035,LOC035-U01,P004,119,6,1
2026-01-06,ZA,LOC035,LOC035-U01,P005,149,2,0
2026-01-06,ZA,LOC035,LOC035-U01,P007,85,2,5
2026-01-06,ZA,LOC035,LOC035-U01,P002,54,15,4
2026-01-06,CH,LOC008,LOC008-U01,P004,150,19,4
2026-01-06,CH,LOC008,LOC008-U01,P005,186,3,7
2026-01-06,CH,LOC008,LOC008-U01,P007,133,1,2
2026-01-06,CH,LOC008,LOC008-U01,P002,99,9,7
2026-01-06,GB,LOC001,LOC001-U02,P004,113,2,6
2026-01-06,GB,LOC001,LOC001-U02,P005,119,8,2
2026-01-06,GB,LOC001,LOC001-U02,P007,64,18,3
2026-01-06,GB,LOC001,LOC001-U02,P002,52,0,6
2026-01-06,NO,LOC011,LOC011-U02,P004,69,17,2
2026-01-06,NO,LOC011,LOC011-U02,P005,62,8,0
2026-01-06,NO,LOC011,LOC011-U02,P007,140,8,2
2026-01-06,NO,LOC011,LOC011-U02,P002,171,15,3
2026-01-06,FI,LOC013,LOC013-U01,P004,155,5,3
2026-01-06,FI,LOC013,LOC013-U01,P005,168,1,7
2026-01-06,FI,LOC013,LOC013-U01,P007,155,12,5
2026-01-06,FI,LOC013,LOC013-U01,P002,29,4,5
2026-01-06,DK,LOC012,LOC012-U01,P004,12,15,0
2026-01-06,DK,LOC012,LOC012-U01,P005,134,10,0
2026-01-06,DK,LOC012,LOC012-U01,P007,197,6,7
2026-01-06,DK,LOC012,LOC012-U01,P002,196,9,0
2026-01-06,PT,LOC015,LOC015-U02,P004,17,12,5
2026-01-06,PT,LOC015,LOC015-U02,P005,182,10,0
2026-01-06,PT,LOC015,LOC015-U02,P007,62,10,7
2026-01-06,PT,LOC015,LOC015-U02,P002,165,13,7
2026-01-07,SA,LOC024,LOC024-U01,P003,158,12,0
2026-01-07,SA,LOC024,LOC024-U01,P006,119,7,1
2026-01-07,SA,LOC024,LOC024-U01,P005,172,5,0
2026-01-07,SA,LOC024,LOC024-U01,P002,134,6,6
2026-01-07,AT,LOC009,LOC009-U02,P003,140,0,2
2026-01-07,AT,LOC009,LOC009-U02,P006,125,16,5
2026-01-07,AT,LOC009,LOC009-U02,P005,165,19,1
2026-01-07,AT,LOC009,LOC009-U02,P002,97,9,3
2026-01-07,CA,LOC032,LOC032-U02,P003,72,0,5
2026-01-07,CA,LOC032,LOC032-U02,P006,140,17,7
2026-01-07,CA,LOC032,LOC032-U02,P005,22,3,4
2026-01-07,CA,LOC032,LOC032-U02,P002,72,10,5
2026-01-07,CA,LOC032,LOC032-U01,P003,83,1,1
2026-01-07,CA,LOC032,LOC032-U01,P006,123,4,7
2026-01-07,CA,LOC032,LOC032-U01,P005,59,2,1
2026-01-07,CA,LOC032,LOC032-U01,P002,177,1,6
2026-01-07,AT,LOC009,LOC009-U01,P003,178,8,5
2026-01-07,AT,LOC009,LOC009-U01,P006,131,17,1
2026-01-07,AT,LOC009,LOC009-U01,P005,160,5,6
2026-01-07,AT,LOC009,LOC009-U01,P002,21,5,0
2026-01-07,NZ,LOC030,LOC030-U01,P003,34,1,6
2026-01-07,NZ,LOC030,LOC030-U01,P006,151,0,0
2026-01-07,NZ,LOC030,LOC030-U01,P005,10,19,0
2026-01-07,NZ,LOC030,LOC030-U01,P002,197,14,4
2026-01-07,GR,LOC020,LOC020-U02,P003,34,19,0
2026-01-07,GR,LOC020,LOC020-U02,P006,190,19,3
2026-01-07,GR,LOC020,LOC020-U02,P005,159,15,6
2026-01-07,GR,LOC020,LOC020-U02,P002,185,14,6
2026-01-07,IT,LOC005,LOC005-U01,P003,18,0,4
2026-01-07,IT,LOC005,LOC005-U01,P006,133,11,5
2026-01-07,IT,LOC005,LOC005-U01,P005,13,13,4
2026-01-07,IT,LOC005,LOC005-U01,P002,116,5,3
2026-01-07,FI,LOC013,LOC013-U02,P003,101,6,4
2026-01-07,FI,LOC013,LOC013-U02,P006,154,9,2
2026-01-07,FI,LOC013,LOC013-U02,P005,130,17,1
2026-01-07,FI,LOC013,LOC013-U02,P002,23,15,1
2026-01-07,SE,LOC010,LOC010-U01,P003,22,4,5
2026-01-07,SE,LOC010,LOC010-U01,P006,83,19,5
2026-01-07,SE,LOC010,LOC010-U01,P005,157,1,6
2026-01-07,SE,LOC010,LOC010-U01,P002,29,3,2
2026-01-07,TH,LOC028,LOC028-U02,P003,49,1,0
2026-01-07,TH,LOC028,LOC028-U02,P006,11,2,2
2026-01-07,TH,LOC028,LOC028-U02,P005,27,10,7
2026-01-07,TH,LOC028,LOC028-U02,P002,186,0,3
2026-01-07,MY,LOC027,LOC027-U01,P003,32,9,5
2026-01-07,MY,LOC027,LOC027-U01,P006,157,12,5
2026-01-07,MY,LOC027,LOC027-U01,P005,90,14,7
2026-01-07,MY,LOC027,LOC027-U01,P002,32,10,7
2026-01-07,QA,LOC023,LOC023-U01,P003,134,9,0
2026-01-07,QA,LOC023,LOC023-U01,P006,137,14,7
2026-01-07,QA,LOC023,LOC023-U01,P005,87,0,6
2026-01-07,QA,LOC023,LOC023-U01,P002,127,11,7
2026-01-07,ZA,LOC035,LOC035-U02,P003,112,1,5
2026-01-07,ZA,LOC035,LOC035-U02,P006,32,15,7
2026-01-07,ZA,LOC035,LOC035-U02,P005,67,17,4
2026-01-07,ZA,LOC035,LOC035-U02,P002,15,8,7
2026-01-07,US,LOC031,LOC031-U01,P003,154,2,4
2026-01-07,US,LOC031,LOC031-U01,P006,189,4,0
2026-01-07,US,LOC031,LOC031-U01,P005,148,0,7
2026-01-07,US,LOC031,LOC031-U01,P002,120,14,1
2026-01-07,ZA,LOC035,LOC035-U01,P003,126,13,5
2026-01-07,ZA,LOC035,LOC035-U01,P006,141,13,3
2026-01-07,ZA,LOC035,LOC035-U01,P005,177,11,0
2026-01-07,ZA,LOC035,LOC035-U01,P002,116,0,1
2026-01-07,DK,LOC012,LOC012-U02,P003,82,6,5
2026-01-07,DK,LOC012,LOC012-U02,P006,156,4,7
2026-01-07,DK,LOC012,LOC012-U02,P005,22,7,0
2026-01-07,DK,LOC012,LOC012-U02,P002,49,0,3
2026-01-07,IT,LOC005,LOC005-U02,P003,86,12,2
2026-01-07,IT,LOC005,LOC005-U02,P006,85,8,7
2026-01-07,IT,LOC005,LOC005-U02,P005,98,5,5
2026-01-07,IT,LOC005,LOC005-U02,P002,25,2,4
2026-01-07,GB,LOC001,LOC001-U02,P003,125,6,0
2026-01-07,GB,LOC001,LOC001-U02,P006,67,16,5
2026-01-07,GB,LOC001,LOC001-U02,P005,108,8,5
2026-01-07,GB,LOC001,LOC001-U02,P002,159,1,1
2026-01-07,NZ,LOC030,LOC030-U02,P003,25,17,5
2026-01-07,NZ,LOC030,LOC030-U02,P006,35,2,6
2026-01-07,NZ,LOC030,LOC030-U02,P005,35,1,0
2026-01-07,NZ,LOC030,LOC030-U02,P002,73,6,6
2026-01-08,TH,LOC028,LOC028-U02,P003,137,1,1
2026-01-08,TH,LOC028,LOC028-U02,P005,71,2,2
2026-01-08,TH,LOC028,LOC028-U02,P004,160,10,2
2026-01-08,TH,LOC028,LOC028-U02,P006,162,4,1
2026-01-08,CZ,LOC017,LOC017-U01,P003,183,1,5
2026-01-08,CZ,LOC017,LOC017-U01,P005,189,4,1
2026-01-08,CZ,LOC017,LOC017-U01,P004,27,7,1
2026-01-08,CZ,LOC017,LOC017-U01,P006,119,11,0
2026-01-08,CH,LOC008,LOC008-U02,P003,150,3,7
2026-01-08,CH,LOC008,LOC008-U02,P005,102,7,5
2026-01-08,CH,LOC008,LOC008-U02,P004,37,14,3
2026-01-08,CH,LOC008,LOC008-U02,P006,25,12,2
2026-01-08,QA,LOC023,LOC023-U02,P003,173,19,5
2026-01-08,QA,LOC023,LOC023-U02,P005,99,2,3
2026-01-08,QA,LOC023,LOC023-U02,P004,52,19,3
2026-01-08,QA,LOC023,LOC023-U02,P006,176,0,0
2026-01-08,BR,LOC033,LOC033-U02,P003,104,11,1
2026-01-08,BR,LOC033,LOC033-U02,P005,124,15,6
2026-01-08,BR,LOC033,LOC033-U02,P004,38,3,6
2026-01-08,BR,LOC033,LOC033-U02,P006,161,8,7
2026-01-08,BE,LOC007,LOC007-U01,P003,31,4,3
2026-01-08,BE,LOC007,LOC007-U01,P005,164,6,2
2026-01-08,BE,LOC007,LOC007-U01,P004,94,19,4
2026-01-08,BE,LOC007,LOC007-U01,P006,117,16,0
2026-01-08,KR,LOC038,LOC038-U02,P003,133,16,6
2026-01-08,KR,LOC038,LOC038-U02,P005,132,5,4
2026-01-08,KR,LOC038,LOC038-U02,P004,92,0,7
2026-01-08,KR,LOC038,LOC038-U02,P006,192,10,2
2026-01-08,NZ,LOC030,LOC030-U01,P003,71,19,2
2026-01-08,NZ,LOC030,LOC030-U01,P005,63,15,5
2026-01-08,NZ,LOC030,LOC030-U01,P004,109,9,5
2026-01-08,NZ,LOC030,LOC030-U01,P006,107,8,6
2026-01-08,QA,LOC023,LOC023-U01,P003,83,17,2
2026-01-08,QA,LOC023,LOC023-U01,P005,67,9,7
2026-01-08,QA,LOC023,LOC023-U01,P004,19,0,5
2026-01-08,QA,LOC023,LOC023-U01,P006,177,13,2
2026-01-08,DE,LOC003,LOC003-U01,P003,74,9,4
2026-01-08,DE,LOC003,LOC003-U01,P005,133,17,1
2026-01-08,DE,LOC003,LOC003-U01,P004,22,6,7
2026-01-08,DE,LOC003,LOC003-U01,P006,152,14,2
2026-01-08,PT,LOC015,LOC015-U02,P003,66,17,3
2026-01-08,PT,LOC015,LOC015-U02,P005,161,16,6
2026-01-08,PT,LOC015,LOC015-U02,P004,134,15,5
2026-01-08,PT,LOC015,LOC015-U02,P006,68,0,0
2026-01-08,SE,LOC010,LOC010-U02,P003,143,10,1
2026-01-08,SE,LOC010,LOC010-U02,P005,129,12,6
2026-01-08,SE,LOC010,LOC010-U02,P004,186,15,1
2026-01-08,SE,LOC010,LOC010-U02,P006,179,11,5
2026-01-08,IN,LOC025,LOC025-U02,P003,23,5,7
2026-01-08,IN,LOC025,LOC025-U02,P005,116,11,0
2026-01-08,IN,LOC025,LOC025-U02,P004,191,5,0
2026-01-08,IN,LOC025,LOC025-U02,P006,12,1,1
2026-01-08,AU,LOC029,LOC029-U01,P003,109,17,0
2026-01-08,AU,LOC029,LOC029-U01,P005,195,1,6
2026-01-08,AU,LOC029,LOC029-U01,P004,198,13,4
2026-01-08,AU,LOC029,LOC029-U01,P006,132,7,4
2026-01-08,GB,LOC001,LOC001-U01,P003,121,18,4
2026-01-08,GB,LOC001,LOC001-U01,P005,71,7,5
2026-01-08,GB,LOC001,LOC001-U01,P004,145,3,3
2026-01-08,GB,LOC001,LOC001-U01,P006,83,3,5
2026-01-08,CH,LOC008,LOC008-U01,P003,85,17,1
2026-01-08,CH,LOC008,LOC008-U01,P005,73,18,7
2026-01-08,CH,LOC008,LOC008-U01,P004,136,11,2
2026-01-08,CH,LOC008,LOC008-U01,P006,89,16,6
2026-01-08,JP,LOC037,LOC037-U01,P003,49,6,1
2026-01-08,JP,LOC037,LOC037-U01,P005,61,1,1
2026-01-08,JP,LOC037,LOC037-U01,P004,179,12,6
2026-01-08,JP,LOC037,LOC037-U01,P006,60,17,0
2026-01-08,EG,LOC036,LOC036-U02,P003,127,9,5
2026-01-08,EG,LOC036,LOC036-U02,P005,82,13,4
2026-01-08,EG,LOC036,LOC036-U02,P004,54,16,2
2026-01-08,EG,LOC036,LOC036-U02,P006,37,14,2
2026-01-08,IE,LOC014,LOC014-U01,P003,27,8,4
2026-01-08,IE,LOC014,LOC014-U01,P005,156,18,6
2026-01-08,IE,LOC014,LOC014-U01,P004,98,19,3
2026-01-08,IE,LOC014,LOC014-U01,P006,29,5,7
2026-01-08,IT,LOC005,LOC005-U02,P003,157,2,4
2026-01-08,IT,LOC005,LOC005-U02,P005,34,14,5
2026-01-08,IT,LOC005,LOC005-U02,P004,29,8,0
2026-01-08,IT,LOC005,LOC005-U02,P006,20,11,6
2026-01-09,MX,LOC034,LOC034-U02,P007,109,11,4
2026-01-09,MX,LOC034,LOC034-U02,P001,193,2,4
2026-01-09,MX,LOC034,LOC034-U02,P003,172,6,1
2026-01-09,MX,LOC034,LOC034-U02,P002,173,10,7
2026-01-09,FR,LOC002,LOC002-U01,P007,79,18,3
2026-01-09,FR,LOC002,LOC002-U01,P001,159,6,5
2026-01-09,FR,LOC002,LOC002-U01,P003,194,11,4
2026-01-09,FR,LOC002,LOC002-U01,P002,199,3,1
2026-01-09,SG,LOC026,LOC026-U01,P007,165,6,5
2026-01-09,SG,LOC026,LOC026-U01,P001,12,1,0
2026-01-09,SG,LOC026,LOC026-U01,P003,160,2,7
2026-01-09,SG,LOC026,LOC026-U01,P002,188,10,3
2026-01-09,SE,LOC010,LOC010-U02,P007,69,13,7
2026-01-09,SE,LOC010,LOC010-U02,P001,147,12,4
2026-01-09,SE,LOC010,LOC010-U02,P003,87,1,7
2026-01-09,SE,LOC010,LOC010-U02,P002,110,0,0
2026-01-09,BR,LOC033,LOC033-U02,P007,106,3,5
2026-01-09,BR,LOC033,LOC033-U02,P001,49,1,3
2026-01-09,BR,LOC033,LOC033-U02,P003,110,11,6
2026-01-09,BR,LOC033,LOC033-U02,P002,184,14,5
2026-01-09,IT,LOC005,LOC005-U01,P007,35,6,4
2026-01-09,IT,LOC005,LOC005-U01,P001,186,17,0
2026-01-09,IT,LOC005,LOC005-U01,P003,156,17,3
2026-01-09,IT,LOC005,LOC005-U01,P002,180,13,3
2026-01-09,IE,LOC014,LOC014-U02,P007,124,18,7
2026-01-09,IE,LOC014,LOC014-U02,P001,156,1,4
2026-01-09,IE,LOC014,LOC014-U02,P003,49,5,6
2026-01-09,IE,LOC014,LOC014-U02,P002,146,16,6
2026-01-09,BR,LOC033,LOC033-U01,P007,128,4,4
2026-01-09,BR,LOC033,LOC033-U01,P001,27,0,3
2026-01-09,BR,LOC033,LOC033-U01,P003,95,12,6
2026-01-09,BR,LOC033,LOC033-U01,P002,132,0,1
2026-01-09,FR,LOC002,LOC002-U02,P007,66,13,1
2026-01-09,FR,LOC002,LOC002-U02,P001,60,4,0
2026-01-09,FR,LOC002,LOC002-U02,P003,83,14,3
2026-01-09,FR,LOC002,LOC002-U02,P002,72,1,7
2026-01-09,IN,LOC025,LOC025-U02,P007,42,10,2
2026-01-09,IN,LOC025,LOC025-U02,P001,114,5,5
2026-01-09,IN,LOC025,LOC025-U02,P003,77,12,1
2026-01-09,IN,LOC025,LOC025-U02,P002,138,0,7
2026-01-09,PT,LOC015,LOC015-U02,P007,56,16,6
2026-01-09,PT,LOC015,LOC015-U02,P001,132,12,7
2026-01-09,PT,LOC015,LOC015-U02,P003,98,19,0
2026-01-09,PT,LOC015,LOC015-U02,P002,62,3,5
2026-01-09,SA,LOC024,LOC024-U02,P007,77,1,2
2026-01-09,SA,LOC024,LOC024-U02,P001,183,16,2
2026-01-09,SA,LOC024,LOC024-U02,P003,118,3,6
2026-01-09,SA,LOC024,LOC024-U02,P002,41,18,3
2026-01-09,MY,LOC027,LOC027-U02,P007,92,9,3
2026-01-09,MY,LOC027,LOC027-U02,P001,46,10,1
2026-01-09,MY,LOC027,LOC027-U02,P003,90,10,6
2026-01-09,MY,LOC027,LOC027-U02,P002,41,19,3
2026-01-09,QA,LOC023,LOC023-U01,P007,198,19,2
2026-01-09,QA,LOC023,LOC023-U01,P001,11,4,4
2026-01-09,QA,LOC023,LOC023-U01,P003,40,14,2
2026-01-09,QA,LOC023,LOC023-U01,P002,79,2,4
2026-01-09,CA,LOC032,LOC032-U02,P007,65,13,6
2026-01-09,CA,LOC032,LOC032-U02,P001,166,19,4
2026-01-09,CA,LOC032,LOC032-U02,P003,92,10,3
2026-01-09,CA,LOC032,LOC032-U02,P002,76,16,5
2026-01-09,DE,LOC003,LOC003-U01,P007,40,2,0
2026-01-09,DE,LOC003,LOC003-U01,P001,94,11,0
2026-01-09,DE,LOC003,LOC003-U01,P003,86,7,1
2026-01-09,DE,LOC003,LOC003-U01,P002,190,16,7
2026-01-09,TH,LOC028,LOC028-U02,P007,192,15,4
2026-01-09,TH,LOC028,LOC028-U02,P001,54,3,4
2026-01-09,TH,LOC028,LOC028-U02,P003,148,13,0
2026-01-09,TH,LOC028,LOC028-U02,P002,138,12,4
2026-01-09,NZ,LOC030,LOC030-U01,P007,32,3,1
2026-01-09,NZ,LOC030,LOC030-U01,P001,67,4,7
2026-01-09,NZ,LOC030,LOC030-U01,P003,172,7,4
2026-01-09,NZ,LOC030,LOC030-U01,P002,93,4,0
2026-01-09,TR,LOC021,LOC021-U02,P007,68,2,6
2026-01-09,TR,LOC021,LOC021-U02,P001,167,18,7
2026-01-09,TR,LOC021,LOC021-U02,P003,80,7,4
2026-01-09,TR,LOC021,LOC021-U02,P002,197,12,6
2026-01-09,JP,LOC037,LOC037-U02,P007,178,2,7
2026-01-09,JP,LOC037,LOC037-U02,P001,126,18,2
2026-01-09,JP,LOC037,LOC037-U02,P003,43,14,6
2026-01-09,JP,LOC037,LOC037-U02,P002,148,5,7
2026-01-10,QA,LOC023,LOC023-U01,P005,169,4,1
2026-01-10,QA,LOC023,LOC023-U01,P001,119,2,5
2026-01-10,QA,LOC023,LOC023-U01,P003,162,2,1
2026-01-10,QA,LOC023,LOC023-U01,P007,53,6,6
2026-01-10,TR,LOC021,LOC021-U01,P005,12,5,2
2026-01-10,TR,LOC021,LOC021-U01,P001,79,3,6
2026-01-10,TR,LOC021,LOC021-U01,P003,20,19,5
2026-01-10,TR,LOC021,LOC021-U01,P007,185,14,2
2026-01-10,DE,LOC003,LOC003-U01,P005,148,4,4
2026-01-10,DE,LOC003,LOC003-U01,P001,62,0,1
2026-01-10,DE,LOC003,LOC003-U01,P003,192,8,0
2026-01-10,DE,LOC003,LOC003-U01,P007,119,9,3
2026-01-10,GB,LOC001,LOC001-U01,P005,121,6,6
2026-01-10,GB,LOC001,LOC001-U01,P001,78,5,6
2026-01-10,GB,LOC001,LOC001-U01,P003,198,3,5
2026-01-10,GB,LOC001,LOC001-U01,P007,75,5,3
2026-01-10,CH,LOC008,LOC008-U02,P005,155,18,2
2026-01-10,CH,LOC008,LOC008-U02,P001,41,8,5
2026-01-10,CH,LOC008,LOC008-U02,P003,65,2,6
2026-01-10,CH,LOC008,LOC008-U02,P007,90,5,0
2026-01-10,SE,LOC010,LOC010-U02,P005,195,13,4
2026-01-10,SE,LOC010,LOC010-U02,P001,148,11,2
2026-01-10,SE,LOC010,LOC010-U02,P003,192,9,2
2026-01-10,SE,LOC010,LOC010-U02,P007,192,5,5
2026-01-10,EG,LOC036,LOC036-U01,P005,72,1,3
2026-01-10,EG,LOC036,LOC036-U01,P001,36,17,7
2026-01-10,EG,LOC036,LOC036-U01,P003,199,9,1
2026-01-10,EG,LOC036,LOC036-U01,P007,33,13,4
2026-01-10,FI,LOC013,LOC013-U01,P005,80,0,1
2026-01-10,FI,LOC013,LOC013-U01,P001,113,5,1
2026-01-10,FI,LOC013,LOC013-U01,P003,107,5,1
2026-01-10,FI,LOC013,LOC013-U01,P007,85,8,5
2026-01-10,TR,LOC021,LOC021-U02,P005,163,12,4
2026-01-10,TR,LOC021,LOC021-U02,P001,95,9,6
2026-01-10,TR,LOC021,LOC021-U02,P003,116,12,0
2026-01-10,TR,LOC021,LOC021-U02,P007,169,13,0
2026-01-10,FR,LOC002,LOC002-U02,P005,59,8,7
2026-01-10,FR,LOC002,LOC002-U02,P001,34,19,7
2026-01-10,FR,LOC002,LOC002-U02,P003,77,18,5
2026-01-10,FR,LOC002,LOC002-U02,P007,108,13,4
2026-01-10,RO,LOC019,LOC019-U01,P005,157,0,3
2026-01-10,RO,LOC019,LOC019-U01,P001,190,7,1
2026-01-10,RO,LOC019,LOC019-U01,P003,35,2,3
2026-01-10,RO,LOC019,LOC019-U01,P007,139,3,5
2026-01-10,NL,LOC006,LOC006-U01,P005,116,3,5
2026-01-10,NL,LOC006,LOC006-U01,P001,149,19,2
2026-01-10,NL,LOC006,LOC006-U01,P003,69,16,6
2026-01-10,NL,LOC006,LOC006-U01,P007,167,5,3
2026-01-10,PL,LOC016,LOC016-U02,P005,166,2,1
2026-01-10,PL,LOC016,LOC016-U02,P001,129,4,2
2026-01-10,PL,LOC016,LOC016-U02,P003,27,13,3
2026-01-10,PL,LOC016,LOC016-U02,P007,142,12,7
2026-01-10,ES,LOC004,LOC004-U02,P005,116,14,1
2026-01-10,ES,LOC004,LOC004-U02,P001,170,18,6
2026-01-10,ES,LOC004,LOC004-U02,P003,66,9,1
2026-01-10,ES,LOC004,LOC004-U02,P007,128,7,5
2026-01-10,AT,LOC009,LOC009-U02,P005,142,4,2
2026-01-10,AT,LOC009,LOC009-U02,P001,43,18,7
2026-01-10,AT,LOC009,LOC009-U02,P003,72,1,7
2026-01-10,AT,LOC009,LOC009-U02,P007,132,15,5
2026-01-10,CA,LOC032,LOC032-U01,P005,16,6,4
2026-01-10,CA,LOC032,LOC032-U01,P001,168,11,0
2026-01-10,CA,LOC032,LOC032-U01,P003,195,15,1
2026-01-10,CA,LOC032,LOC032-U01,P007,43,5,1
2026-01-10,CZ,LOC017,LOC017-U02,P005,66,15,7
2026-01-10,CZ,LOC017,LOC017-U02,P001,146,0,2
2026-01-10,CZ,LOC017,LOC017-U02,P003,128,18,6
2026-01-10,CZ,LOC017,LOC017-U02,P007,185,16,2
2026-01-10,TH,LOC028,LOC028-U02,P005,11,11,2
2026-01-10,TH,LOC028,LOC028-U02,P001,97,16,7
2026-01-10,TH,LOC028,LOC028-U02,P003,98,2,0
2026-01-10,TH,LOC028,LOC028-U02,P007,103,17,3
2026-01-10,ZA,LOC035,LOC035-U02,P005,124,14,3
2026-01-10,ZA,LOC035,LOC035-U02,P001,23,16,2
2026-01-10,ZA,LOC035,LOC035-U02,P003,77,9,5
2026-01-10,ZA,LOC035,LOC035-U02,P007,69,14,4
2026-01-10,FR,LOC002,LOC002-U01,P005,88,10,6
2026-01-10,FR,LOC002,LOC002-U01,P001,36,4,4
2026-01-10,FR,LOC002,LOC002-U01,P003,103,10,3
2026-01-10,FR,LOC002,LOC002-U01,P007,24,16,4
