business_date,country_code,location_id,location_name,unit_id,unit_name,transaction_id,transaction_line_id,transaction_completed_ts,product_id,product_name,product_category,is_combo,quantity,gross_sales,discount_amount,tax_amount,discount_type,discount_name,line_status,is_priced_product,is_kitchen_instruction,source_sequence,source_update_ts,extraction_ts,source_file_name
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000484,T0000000484-001,2026-01-02T12:50:00+00:00,P002,Americano,Hot Drinks,False,2,6.4,0.51,1.18,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T12:55:00+00:00,2026-01-02T14:50:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000485,T0000000485-001,2026-01-02T05:17:00+00:00,P005,Vegan Wrap,Food,False,3,17.4,1.39,3.2,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T05:22:00+00:00,2026-01-02T07:17:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000485,T0000000485-002,2026-01-02T05:17:00+00:00,P004,Breakfast Combo,Combo,True,2,17.8,1.42,3.28,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T05:22:00+00:00,2026-01-02T07:17:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000485,T0000000485-003,2026-01-02T05:17:00+00:00,P001,Flat White,Hot Drinks,False,2,7.6,0.61,1.4,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T05:22:00+00:00,2026-01-02T07:17:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000486,T0000000486-001,2026-01-02T14:10:00+00:00,P007,Croissant,Bakery,False,2,5.9,0.89,1.0,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T14:15:00+00:00,2026-01-02T16:10:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000486,T0000000486-002,2026-01-02T14:10:00+00:00,K002,With Ice,Kitchen Instruction,False,1,0.0,0.0,0.0,PROMO,Breakfast Combo Promo,completed,False,True,1,2026-01-02T14:15:00+00:00,2026-01-02T16:10:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000486,T0000000486-003,2026-01-02T14:10:00+00:00,P002,Americano,Hot Drinks,False,2,6.4,0.96,1.09,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T14:15:00+00:00,2026-01-02T16:10:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000487,T0000000487-001,2026-01-02T17:44:00+00:00,P001,Flat White,Hot Drinks,False,1,3.8,0.95,0.57,WASTE,End of Day Markdown,completed,True,False,1,2026-01-02T17:49:00+00:00,2026-01-02T19:44:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000487,T0000000487-002,2026-01-02T17:44:00+00:00,P005,Vegan Wrap,Food,False,3,17.4,4.35,2.61,WASTE,End of Day Markdown,completed,True,False,1,2026-01-02T17:49:00+00:00,2026-01-02T19:44:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000487,T0000000487-003,2026-01-02T17:44:00+00:00,P004,Breakfast Combo,Combo,True,1,8.9,2.23,1.34,WASTE,End of Day Markdown,completed,True,False,1,2026-01-02T17:49:00+00:00,2026-01-02T19:44:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000488,T0000000488-001,2026-01-02T11:04:00+00:00,P006,Bottled Water,Cold Drinks,False,1,2.4,0.24,0.43,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T11:09:00+00:00,2026-01-02T13:04:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000488,T0000000488-002,2026-01-02T11:04:00+00:00,P007,Croissant,Bakery,False,3,8.85,0.89,1.59,STAFF,Airport Staff 10%,returned,True,False,1,2026-01-02T11:09:00+00:00,2026-01-02T13:04:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000489,T0000000489-001,2026-01-02T05:39:00+00:00,K001,Medium Rare,Kitchen Instruction,False,1,0.0,0.0,0.0,STAFF,Airport Staff 10%,completed,False,True,1,2026-01-02T05:44:00+00:00,2026-01-02T07:39:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,RO,LOC019,RO Airport Terminal 2,LOC019-U02,Express Kiosk,T0000000489,T0000000489-002,2026-01-02T05:39:00+00:00,P002,Americano,Hot Drinks,False,3,9.6,0.96,1.73,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T05:44:00+00:00,2026-01-02T07:39:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000490,T0000000490-001,2026-01-02T06:52:00+00:00,P007,Croissant,Bakery,False,1,2.95,0.44,0.5,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T06:57:00+00:00,2026-01-02T08:52:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000490,T0000000490-002,2026-01-02T06:52:00+00:00,P007,Croissant,Bakery,False,2,5.9,0.89,1.0,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T06:57:00+00:00,2026-01-02T08:52:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000490,T0000000490-003,2026-01-02T06:52:00+00:00,P003,Chicken Sandwich,Food,False,3,19.5,2.92,3.31,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T06:57:00+00:00,2026-01-02T08:52:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000491,T0000000491-001,2026-01-02T07:56:00+00:00,P003,Chicken Sandwich,Food,False,2,13.0,1.95,2.21,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T08:01:00+00:00,2026-01-02T09:56:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000491,T0000000491-002,2026-01-02T07:56:00+00:00,P005,Vegan Wrap,Food,False,2,11.6,1.74,1.97,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T08:01:00+00:00,2026-01-02T09:56:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000492,T0000000492-001,2026-01-02T05:36:00+00:00,P005,Vegan Wrap,Food,False,3,17.4,1.74,3.13,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T05:41:00+00:00,2026-01-02T07:36:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000493,T0000000493-001,2026-01-02T18:18:00+00:00,P003,Chicken Sandwich,Food,False,2,13.0,1.95,2.21,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T18:23:00+00:00,2026-01-02T20:18:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000494,T0000000494-001,2026-01-02T21:45:00+00:00,P006,Bottled Water,Cold Drinks,False,2,4.8,0.48,0.86,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T21:50:00+00:00,2026-01-02T23:45:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000494,T0000000494-002,2026-01-02T21:45:00+00:00,P001,Flat White,Hot Drinks,False,1,3.8,0.38,0.68,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T21:50:00+00:00,2026-01-02T23:45:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000494,T0000000494-003,2026-01-02T21:45:00+00:00,P005,Vegan Wrap,Food,False,1,5.8,0.58,1.04,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T21:50:00+00:00,2026-01-02T23:45:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000495,T0000000495-001,2026-01-02T10:57:00+00:00,P002,Americano,Hot Drinks,False,1,3.2,0.26,0.59,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T11:02:00+00:00,2026-01-02T12:57:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000495,T0000000495-002,2026-01-02T10:57:00+00:00,P003,Chicken Sandwich,Food,False,1,6.5,0.52,1.2,LOYALTY,Loyalty App Offer,cancelled,True,False,1,2026-01-02T11:02:00+00:00,2026-01-02T12:57:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000496,T0000000496-001,2026-01-02T07:14:00+00:00,P004,Breakfast Combo,Combo,True,2,17.8,2.67,3.03,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T07:19:00+00:00,2026-01-02T09:14:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000496,T0000000496-002,2026-01-02T07:14:00+00:00,P001,Flat White,Hot Drinks,True,3,11.4,1.71,1.94,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T07:19:00+00:00,2026-01-02T09:14:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000496,T0000000496-003,2026-01-02T07:14:00+00:00,P004,Breakfast Combo,Combo,True,3,26.7,4.0,4.54,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T07:19:00+00:00,2026-01-02T09:14:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000497,T0000000497-001,2026-01-02T14:22:00+00:00,P007,Croissant,Bakery,False,1,2.95,0.74,0.44,WASTE,End of Day Markdown,completed,True,False,1,2026-01-02T14:27:00+00:00,2026-01-02T16:22:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000497,T0000000497-002,2026-01-02T14:22:00+00:00,P006,Bottled Water,Cold Drinks,False,2,4.8,1.2,0.72,WASTE,End of Day Markdown,completed,True,False,1,2026-01-02T14:27:00+00:00,2026-01-02T16:22:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000497,T0000000497-003,2026-01-02T14:22:00+00:00,P006,Bottled Water,Cold Drinks,False,2,4.8,1.2,0.72,WASTE,End of Day Markdown,completed,True,False,1,2026-01-02T14:27:00+00:00,2026-01-02T16:22:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000498,T0000000498-001,2026-01-02T18:18:00+00:00,P007,Croissant,Bakery,False,3,8.85,0.0,1.77,NONE,No Discount,completed,True,False,1,2026-01-02T18:23:00+00:00,2026-01-02T20:18:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000499,T0000000499-001,2026-01-02T17:33:00+00:00,P004,Breakfast Combo,Combo,True,3,26.7,2.67,4.81,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T17:38:00+00:00,2026-01-02T19:33:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000499,T0000000499-002,2026-01-02T17:33:00+00:00,P005,Vegan Wrap,Food,False,2,11.6,1.16,2.09,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T17:38:00+00:00,2026-01-02T19:33:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000499,T0000000499-003,2026-01-02T17:33:00+00:00,P006,Bottled Water,Cold Drinks,False,3,7.2,0.72,1.3,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T17:38:00+00:00,2026-01-02T19:33:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000500,T0000000500-001,2026-01-02T22:38:00+00:00,K001,Medium Rare,Kitchen Instruction,False,1,0.0,0.0,0.0,WASTE,End of Day Markdown,completed,False,True,1,2026-01-02T22:43:00+00:00,2026-01-03T00:38:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000501,T0000000501-001,2026-01-02T15:32:00+00:00,P002,Americano,Hot Drinks,False,2,6.4,0.51,1.18,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T15:37:00+00:00,2026-01-02T17:32:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000502,T0000000502-001,2026-01-02T07:26:00+00:00,P002,Americano,Hot Drinks,False,2,6.4,0.64,1.15,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T07:31:00+00:00,2026-01-02T09:26:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000503,T0000000503-001,2026-01-02T21:57:00+00:00,P003,Chicken Sandwich,Food,False,1,6.5,0.65,1.17,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T22:02:00+00:00,2026-01-02T23:57:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000504,T0000000504-001,2026-01-02T10:00:00+00:00,P005,Vegan Wrap,Food,False,2,11.6,0.93,2.13,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T10:05:00+00:00,2026-01-02T12:00:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000504,T0000000504-002,2026-01-02T10:00:00+00:00,P004,Breakfast Combo,Combo,True,2,17.8,1.42,3.28,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T10:05:00+00:00,2026-01-02T12:00:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000504,T0000000504-003,2026-01-02T10:00:00+00:00,P001,Flat White,Hot Drinks,False,1,3.8,0.3,0.7,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T10:05:00+00:00,2026-01-02T12:00:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000505,T0000000505-001,2026-01-02T09:48:00+00:00,P007,Croissant,Bakery,False,2,5.9,0.0,1.18,NONE,No Discount,completed,True,False,1,2026-01-02T09:53:00+00:00,2026-01-02T11:48:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000506,T0000000506-001,2026-01-02T17:35:00+00:00,P004,Breakfast Combo,Combo,True,1,8.9,0.71,1.64,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T17:40:00+00:00,2026-01-02T19:35:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000506,T0000000506-002,2026-01-02T17:35:00+00:00,P003,Chicken Sandwich,Food,False,2,13.0,1.04,2.39,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T17:40:00+00:00,2026-01-02T19:35:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000506,T0000000506-003,2026-01-02T17:35:00+00:00,P001,Flat White,Hot Drinks,False,1,3.8,0.3,0.7,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T17:40:00+00:00,2026-01-02T19:35:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000507,T0000000507-001,2026-01-02T19:23:00+00:00,P001,Flat White,Hot Drinks,False,1,3.8,0.3,0.7,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T19:28:00+00:00,2026-01-02T21:23:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,AU,LOC029,AU Airport Terminal 1,LOC029-U01,Coffee Bar,T0000000507,T0000000507-002,2026-01-02T19:23:00+00:00,P004,Breakfast Combo,Combo,True,1,8.9,0.71,1.64,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T19:28:00+00:00,2026-01-02T21:23:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000508,T0000000508-001,2026-01-02T12:57:00+00:00,P005,Vegan Wrap,Food,False,2,11.6,1.74,1.97,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T13:02:00+00:00,2026-01-02T14:57:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000508,T0000000508-002,2026-01-02T12:57:00+00:00,P001,Flat White,Hot Drinks,True,2,7.6,1.14,1.29,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-02T13:02:00+00:00,2026-01-02T14:57:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000509,T0000000509-001,2026-01-02T07:31:00+00:00,P001,Flat White,Hot Drinks,False,2,7.6,0.61,1.4,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T07:36:00+00:00,2026-01-02T09:31:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000509,T0000000509-002,2026-01-02T07:31:00+00:00,P002,Americano,Hot Drinks,False,3,9.6,0.77,1.77,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T07:36:00+00:00,2026-01-02T09:31:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000509,T0000000509-003,2026-01-02T07:31:00+00:00,P001,Flat White,Hot Drinks,True,1,3.8,0.3,0.7,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T07:36:00+00:00,2026-01-02T09:31:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000510,T0000000510-001,2026-01-02T11:58:00+00:00,P006,Bottled Water,Cold Drinks,False,2,4.8,1.2,0.72,WASTE,End of Day Markdown,completed,True,False,1,2026-01-02T12:03:00+00:00,2026-01-02T13:58:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000511,T0000000511-001,2026-01-02T05:40:00+00:00,P002,Americano,Hot Drinks,False,1,3.2,0.32,0.58,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T05:45:00+00:00,2026-01-02T07:40:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000511,T0000000511-002,2026-01-02T05:40:00+00:00,P004,Breakfast Combo,Combo,True,2,17.8,1.78,3.2,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T05:45:00+00:00,2026-01-02T07:40:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000512,T0000000512-001,2026-01-02T13:26:00+00:00,P002,Americano,Hot Drinks,False,3,9.6,0.96,1.73,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T13:31:00+00:00,2026-01-02T15:26:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000513,T0000000513-001,2026-01-02T17:12:00+00:00,P007,Croissant,Bakery,False,2,5.9,0.59,1.06,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T17:17:00+00:00,2026-01-02T19:12:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000514,T0000000514-001,2026-01-02T11:20:00+00:00,P007,Croissant,Bakery,False,2,5.9,0.47,1.09,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T11:25:00+00:00,2026-01-02T13:20:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000514,T0000000514-002,2026-01-02T11:20:00+00:00,P005,Vegan Wrap,Food,False,3,17.4,1.39,3.2,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T11:25:00+00:00,2026-01-02T13:20:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000514,T0000000514-003,2026-01-02T11:20:00+00:00,P003,Chicken Sandwich,Food,False,2,13.0,1.04,2.39,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T11:25:00+00:00,2026-01-02T13:20:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000515,T0000000515-001,2026-01-02T13:41:00+00:00,P004,Breakfast Combo,Combo,True,3,26.7,0.0,5.34,NONE,No Discount,completed,True,False,1,2026-01-02T13:46:00+00:00,2026-01-02T15:41:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000515,T0000000515-002,2026-01-02T13:41:00+00:00,P001,Flat White,Hot Drinks,False,3,11.4,0.0,2.28,NONE,No Discount,completed,True,False,1,2026-01-02T13:46:00+00:00,2026-01-02T15:41:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000516,T0000000516-001,2026-01-02T20:04:00+00:00,P001,Flat White,Hot Drinks,False,1,3.8,0.3,0.7,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T20:09:00+00:00,2026-01-02T22:04:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000516,T0000000516-002,2026-01-02T20:04:00+00:00,P002,Americano,Hot Drinks,False,3,9.6,0.77,1.77,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-02T20:09:00+00:00,2026-01-02T22:04:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000516,T0000000516-003,2026-01-02T20:04:00+00:00,K002,With Ice,Kitchen Instruction,False,1,0.0,0.0,0.0,LOYALTY,Loyalty App Offer,completed,False,True,1,2026-01-02T20:09:00+00:00,2026-01-02T22:04:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000517,T0000000517-001,2026-01-02T15:41:00+00:00,P003,Chicken Sandwich,Food,False,3,19.5,4.88,2.93,WASTE,End of Day Markdown,completed,True,False,1,2026-01-02T15:46:00+00:00,2026-01-02T17:41:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000517,T0000000517-002,2026-01-02T15:41:00+00:00,P002,Americano,Hot Drinks,False,2,6.4,1.6,0.96,WASTE,End of Day Markdown,completed,True,False,1,2026-01-02T15:46:00+00:00,2026-01-02T17:41:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000518,T0000000518-001,2026-01-02T13:07:00+00:00,P003,Chicken Sandwich,Food,False,2,13.0,1.3,2.34,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T13:12:00+00:00,2026-01-02T15:07:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000518,T0000000518-002,2026-01-02T13:07:00+00:00,P001,Flat White,Hot Drinks,False,3,11.4,1.14,2.05,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T13:12:00+00:00,2026-01-02T15:07:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000518,T0000000518-003,2026-01-02T13:07:00+00:00,P006,Bottled Water,Cold Drinks,False,1,2.4,0.24,0.43,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T13:12:00+00:00,2026-01-02T15:07:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000519,T0000000519-001,2026-01-02T22:53:00+00:00,P004,Breakfast Combo,Combo,True,1,8.9,0.0,1.78,NONE,No Discount,completed,True,False,1,2026-01-02T22:58:00+00:00,2026-01-03T00:53:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000520,T0000000520-001,2026-01-02T22:04:00+00:00,P006,Bottled Water,Cold Drinks,False,2,4.8,0.48,0.86,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T22:09:00+00:00,2026-01-03T00:04:00+00:00,oracle_sales_2026-01-02_run_01.csv
2026-01-02,NL,LOC006,NL Airport Terminal 1,LOC006-U01,Food Hall,T0000000521,T0000000521-001,2026-01-02T16:50:00+00:00,P003,Chicken Sandwich,Food,False,1,6.5,0.65,1.17,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-02T16:55:00+00:00,2026-01-02T18:50:00+00:00,oracle_sales_2026-01-02_run_01.csv
